application_uid,authority_name,reference,planning_decision,n_docs_used,total_chars,used_refusal_section,mentions_heat_pump,n_labels,labels
25/2275,Brent,,Permission Refused,10,1012459,False,True,13,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
25/2434,Brent,,Permission Refused,9,847816,False,True,13,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
25/2775,Brent,,Permission Refused,10,1013578,False,True,13,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
25/2819/CP,Greenwich,,Refuse,2,16680,True,False,1,permitted_development
25/3533,Brent,,Permission Refused,3,58771,False,True,7,heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; highways; flat_apartment
25/3917/NM,Greenwich,,Refuse,2,23009,True,False,2,noise; design_scale_siting
25/500659/FULL,Mid Kent,,Application Refused,3,29478,True,True,4,heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
25/500660/LBC,Mid Kent,,Application Refused,2,23663,False,True,8,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; flat_apartment
25/9/00074/MOD,Leeds,,Refused Not A Non Material Amendment,2,11766,False,True,7,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
25/9/00245/MOD,Leeds,,Refused Not A Non Material Amendment,2,7263,False,True,4,visual_amenity; design_scale_siting; neighbour_amenity; policy_general
25/9/00246/MOD,Leeds,,Refused Not A Non Material Amendment,2,11294,False,True,8,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping
25/AP/3796,Southwark,,Approval of Details - REFUSED,4,57259,True,False,1,noise
25/D/00086/1,Guildford,,"Part Approved, Part Refused",1,20728,False,True,7,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity
25/N/00100,Guildford,,Refuse,1,2303,False,True,0,
25/P/00022,Guildford,,Refuse,2,49075,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
25/P/00251,Guildford,,Refuse,2,53123,True,False,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
25/P/00578,Guildford,,Refuse,2,23209,True,True,7,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
25/P/01256,Guildford,,Refuse,2,46250,True,False,3,design_scale_siting; policy_general; greenbelt
25/P/01359,Guildford,,"Part Approved, Part Refused",2,24793,True,True,1,permitted_development
250099,South Tyneside,,Refuse Householder Permission,2,33910,False,True,10,visual_amenity; noise; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity
250333,Wokingham,,Refused,5,53338,False,True,5,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
251084,Wokingham,,Refused,5,26387,False,True,5,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general
251497HH,Ealing,,Refused,4,34915,False,True,9,visual_amenity; noise; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; highways; flat_apartment
251681FUL,Ealing,,Refused,2,37772,False,True,9,visual_amenity; noise; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; biodiversity; flat_apartment
252065,Wokingham,,Refused,4,56412,False,True,6,visual_amenity; noise; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
252472,Wokingham,,Decline to Determine,4,26080,False,True,5,visual_amenity; design_scale_siting; permitted_development; policy_general; biodiversity
253213FUL,Ealing,,Refused,2,33421,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
26/0039/HH,Powys,,Refused,1,7814,False,True,5,noise; heritage_listed; neighbour_amenity; policy_general; biodiversity
26/0040/LBC,Powys,,Refused,1,6703,False,True,3,heritage_listed; heritage_conservation_area; policy_general
26444/014,East Hampshire,,LAWFULNESS CERTIF - PROPOSED - REFUSED,3,21356,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; flat_apartment
3/19/0309/CLPO,East Hertfordshire,,CL Proposed Refuse,1,8689,False,True,3,heritage_listed; heritage_conservation_area; policy_general
3/21/1062/HH,East Hertfordshire,,Refuse,2,24870,True,False,2,policy_general; greenbelt
3/21/2198/LBC,East Hertfordshire,,Refuse Consent (LBC & ADV),2,12654,False,True,7,heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; greenbelt
3/21/3038/FUL,East Hertfordshire,,Refuse,3,71420,True,False,7,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; highways
3/22/1193/FUL,East Hertfordshire,,Refuse,3,34120,True,False,1,greenbelt
3/22/1285/HH,East Hertfordshire,,Refuse,2,18454,True,True,3,visual_amenity; heritage_listed; policy_general
3/22/2123/LBC,East Hertfordshire,,Refuse Consent (LBC & ADV),4,29145,False,True,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
3/22/2156/FUL,East Hertfordshire,,Refuse,2,86600,True,False,6,visual_amenity; heritage_listed; design_scale_siting; neighbour_amenity; policy_general; biodiversity
3/22/2159/FUL,East Hertfordshire,,Refuse,4,68259,True,False,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
3/23/0288/FUL,East Hertfordshire,,Refuse,2,33636,True,False,5,visual_amenity; heritage_conservation_area; neighbour_amenity; policy_general; trees_landscaping
3/23/0446/HH,East Hertfordshire,,Refuse,2,17711,True,True,4,visual_amenity; noise; design_scale_siting; policy_general
3/23/0542/HH,East Hertfordshire,,Refuse,3,54950,True,True,3,noise; neighbour_amenity; policy_general
3/23/0779/FUL,East Hertfordshire,,Refuse,2,46461,True,True,4,visual_amenity; design_scale_siting; neighbour_amenity; policy_general
3/23/0862/FUL,East Hertfordshire,,Refuse,2,70158,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
3/23/0863/LBC,East Hertfordshire,,Refuse Consent (LBC & ADV),2,28255,False,True,8,heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; greenbelt; flat_apartment
3/23/1481/FUL,East Hertfordshire,,Refuse,2,61514,True,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
3/23/1500/FUL,East Hertfordshire,,Refuse,3,43592,True,True,4,noise; neighbour_amenity; policy_general; greenbelt
3/23/1651/HH,East Hertfordshire,,Refuse,2,16762,True,True,3,noise; neighbour_amenity; policy_general
3/23/1866/FUL,East Hertfordshire,,Refuse,2,53581,True,False,4,visual_amenity; design_scale_siting; policy_general; greenbelt
3/23/2206/FUL,East Hertfordshire,,Refuse,2,45936,True,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
3/23/2242/FUL,East Hertfordshire,,Refuse,3,60046,True,True,7,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
3/23/2469/FUL,East Hertfordshire,,Refuse,2,42410,True,False,4,visual_amenity; design_scale_siting; policy_general; greenbelt
3/23/2491/FUL,East Hertfordshire,,Refuse,2,44725,True,True,5,noise; design_scale_siting; neighbour_amenity; policy_general; greenbelt
3/24/0239/FUL,East Hertfordshire,,Refuse,3,58411,True,False,7,visual_amenity; design_scale_siting; policy_general; flood_drainage; greenbelt; highways; biodiversity
3/24/0500/FUL,East Hertfordshire,,Refuse,3,75698,True,False,4,visual_amenity; design_scale_siting; policy_general; greenbelt
3/24/0537/FUL,East Hertfordshire,,Refuse,2,43014,True,False,4,visual_amenity; design_scale_siting; policy_general; biodiversity
3/24/0610/FUL,East Hertfordshire,,Refuse,3,57651,True,False,0,
3/24/0631/FUL,East Hertfordshire,,Refuse,2,38216,True,True,5,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; greenbelt
3/24/0646/FUL,East Hertfordshire,,Refuse,4,92596,True,True,4,noise; neighbour_amenity; policy_general; greenbelt
3/24/0711/FUL,East Hertfordshire,,Refuse,3,55322,True,False,4,visual_amenity; design_scale_siting; neighbour_amenity; policy_general
3/24/0859/HH,East Hertfordshire,,Refuse,2,19728,True,True,3,noise; neighbour_amenity; policy_general
3/24/1114/FUL,East Hertfordshire,,Refuse,3,67015,True,False,5,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; greenbelt
3/24/1157/FUL,East Hertfordshire,,Refuse,2,33805,True,False,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
3/24/1237/FUL,East Hertfordshire,,Refuse,2,49111,True,False,2,policy_general; greenbelt
3/24/1289/FUL,East Hertfordshire,,Refuse,2,40670,True,True,6,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
3/24/1306/FUL,East Hertfordshire,,Refuse,3,92857,True,False,7,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; greenbelt; biodiversity; flat_apartment
3/24/1504/VAR,East Hertfordshire,,Refuse,2,22082,False,True,6,heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; highways
3/24/1754/HH,East Hertfordshire,,Refuse,2,17971,True,False,3,noise; neighbour_amenity; policy_general
3/24/2038/FUL,East Hertfordshire,,Refuse,3,80028,True,False,6,visual_amenity; design_scale_siting; policy_general; flood_drainage; highways; biodiversity
3/24/2041/FUL,East Hertfordshire,,Refuse,3,45029,True,False,4,visual_amenity; design_scale_siting; policy_general; trees_landscaping
3/24/2070/FUL,East Hertfordshire,,Refuse,2,52375,True,False,6,noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general
3/24/2127/FUL,East Hertfordshire,,Refuse,2,53083,True,False,3,visual_amenity; design_scale_siting; policy_general
3/25/0131/FUL,East Hertfordshire,,Refuse,2,60132,True,False,2,policy_general; greenbelt
3/25/0298/FUL,East Hertfordshire,,Refuse,2,45354,True,False,2,policy_general; biodiversity
3/25/0347/NMA,East Hertfordshire,,Refuse NMA,2,7849,False,True,4,noise; design_scale_siting; neighbour_amenity; policy_general
3/25/0412/FUL,East Hertfordshire,,Refuse,2,33525,True,False,4,noise; neighbour_amenity; policy_general; biodiversity
3/25/0426/FUL,East Hertfordshire,,Refuse,4,109077,True,False,4,neighbour_amenity; policy_general; greenbelt; biodiversity
3/25/1006/FUL,East Hertfordshire,,Refuse,2,49559,True,False,2,policy_general; greenbelt
3/25/1022/FUL,East Hertfordshire,,Refuse,2,104770,True,False,7,visual_amenity; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; highways; biodiversity
3/25/1108/FUL,East Hertfordshire,,Refuse,2,68380,True,False,7,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; flood_drainage; highways
3/25/1180/FUL,East Hertfordshire,,Refuse,2,66875,True,False,4,policy_general; greenbelt; highways; biodiversity
3/25/1477/FUL,East Hertfordshire,,Refuse,2,51439,True,False,3,design_scale_siting; neighbour_amenity; policy_general
3/25/1526/FUL,East Hertfordshire,,Refuse,2,60688,True,False,6,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general; greenbelt
3/25/1585/FUL,East Hertfordshire,,Refuse,2,67727,True,False,4,neighbour_amenity; policy_general; flood_drainage; biodiversity
3/25/1587/FUL,East Hertfordshire,,Refuse,2,69125,True,False,5,visual_amenity; design_scale_siting; policy_general; greenbelt; biodiversity
4530/16,Babergh Mid Suffolk,,Refused,5,203507,False,True,12,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; trees_landscaping; flood_drainage; highways; biodiversity; flat_apartment
7-2022-6394-A,BCP,,Refused,2,13136,True,False,3,visual_amenity; design_scale_siting; policy_general
7-2024-29253,BCP,,Refused,2,10871,True,True,3,noise; neighbour_amenity; policy_general
7/2020/5378,Lake District,,Listed Building Consent Refused,2,18441,False,True,5,visual_amenity; heritage_listed; heritage_conservation_area; design_scale_siting; policy_general
70878,Bury,,Refused,1,10301,False,True,6,visual_amenity; noise; design_scale_siting; permitted_development; neighbour_amenity; policy_general
8/23/0306/HOU,BCP,,Refused,3,66753,True,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; trees_landscaping; biodiversity
8/24/0121/HOU,BCP,,Refused,2,24487,False,True,8,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general; flood_drainage; flat_apartment
APP/20/01201/F,BCP,,Refused,2,14511,True,False,0,
APP/2015/0201,Aberdeenshire,,Refused,2,10811,False,True,6,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general
APP/2019/2734,Aberdeenshire,,Refused,4,52868,True,False,0,
APP/2020/1118,Aberdeenshire,,Refused,2,21696,False,True,7,visual_amenity; noise; heritage_listed; design_scale_siting; neighbour_amenity; policy_general; flood_drainage
APP/2020/2243,Aberdeenshire,,Refused,2,13002,False,True,3,permitted_development; policy_general; flat_apartment
APP/2020/2629,Aberdeenshire,,Refused,2,30969,False,True,9,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; highways; flat_apartment
APP/2021/1848,Aberdeenshire,,Refused,3,71298,True,True,7,visual_amenity; noise; heritage_conservation_area; design_scale_siting; neighbour_amenity; policy_general; flat_apartment
APP/2022/1134,Aberdeenshire,,Refused,7,193284,False,True,11,visual_amenity; noise; heritage_listed; heritage_conservation_area; design_scale_siting; permitted_development; neighbour_amenity; policy_general; greenbelt; biodiversity; flat_apartment
APP/2022/2014,Aberdeenshire,,Refused,9,504634,True,False,2,design_scale_siting; greenbelt
